State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Pahang,N.35,SABAI,KAMACHE,PKR,4,9,45.06,1,P,MNG,TIADA
Pahang,N.35,SABAI,T. KARUNANEETHI,BEBAS - IKAN,145,9,1.49,0,L,HD,0
Pahang,N.35,SABAI,MOHD KHAIRUDDIN BIN ABDULLAH,PAS,1,9,13.48,0,L,KLH,0
Pahang,N.36,PELANGAI,ZAHARIM BIN OSMAN,PAS,1,10,17.6,0,L,KLH,0
Pahang,N.36,PELANGAI,"DATO' SRI DIRAJA ADNAN BIN YAAKOB",BN,5,10,52.4,1,L,MNG,MENTERI BESAR PAHANG
Pahang,N.36,PELANGAI,CIKGU NOR HAIZAN @ CIKGU ENAB,PKR,3,10,30,0,P,KLH,0
Pahang,N.37,GUAI,MOHD SHAHRUL BIN MOHAMED,PAS,4,15,31.21,0,L,KLH,SENDIRI
Pahang,N.37,GUAI,MAJDIL FAUZI ABD AZIZ,PKR,2,15,16.38,0,L,KLH,TIADA
Pahang,N.37,GUAI,NOROL AZALI BIN SULAIMAN,BN,8,15,52.41,1,L,MNG,0
Pahang,N.38,TRIANG,LEONG YU MAN,PKR,11,15,70.18,1,P,MNG,TIADA
Pahang,N.38,TRIANG,TAN TIN LOON,BN,4,15,29.82,0,L,KLH,0
Pahang,N.39,KEMAYAN,BOB MANOLAN,PKR,3,15,24.58,0,L,KLH,TIADA
Pahang,N.39,KEMAYAN,USTAZ MD YUSOF BIN CHE DIN,PAS,3,15,21.06,0,L,KLH,PESARA
Pahang,N.39,KEMAYAN,MOHD FADIL BIN OSMAN,BN,8,15,54.36,1,L,MNG,0
Pahang,N.40,BUKIT IBAM,SAMSIAH BINTI ARSHAD,BN,9,18,50.95,1,P,MNG,PENGARAH SYARIKAT
Pahang,N.40,BUKIT IBAM,USTAZ NAZRI BIN AHMAD,PAS,6,18,37.59,0,L,KLH,TIADA
Pahang,N.40,BUKIT IBAM,ZULKURNAIN BIN MOHAMAD RIDZUAN,PKR,2,18,11.46,0,L,HD,-
Pahang,N.41,MUADZAM SHAH,RAMLI BIN AWANG AHMAT,PAS,4,16,26.34,0,L,KLH,TIADA
Pahang,N.41,MUADZAM SHAH,CIKGU OSMAN BAKAR,PKR,2,16,17.27,0,L,KLH,0
Pahang,N.41,MUADZAM SHAH,RAZALI BIN KASSIM,BN,9,16,56.39,1,L,MNG,JURUTERA
Pahang,N.42,TIOMAN,MD YUNUS BIN RAMLI,PAS,5,15,35.57,0,L,KLH,BERNIAGA
Pahang,N.42,TIOMAN,IMAM ZUL,BEBAS - PEN,58,15,0.38,0,L,HD,BERNIAGA
Pahang,N.42,TIOMAN,CIKGU SAZILI MOHD NOR,PKR,3,15,20.02,0,L,KLH,-
Pahang,N.42,TIOMAN,MOHD JOHARI BIN HUSSAIN,BN,6,15,44.03,1,L,MNG,-
Pulau Pinang,N.01,PENAGA,USTAZ YUSNI,PAS,8,15,53.55,1,L,MNG,0
Pulau Pinang,N.01,PENAGA,MOHD ZAIN BIN AHMAD,BN,7,15,46.45,0,L,KLH,0
Pulau Pinang,N.02,BERTAM,KHALIQ MEHTAB BIN MOHD ISHAQ,PKR,6,15,41.2,1,L,MNG,0
Pulau Pinang,N.02,BERTAM,MOKHTAR BIN RAMLY,PAS,2,15,18.97,0,L,KLH,0
Pulau Pinang,N.02,BERTAM,SHARIFUL AZHAR BIN OTHMAN,BN,6,15,39.82,0,L,KLH,0
Pulau Pinang,N.03,PINANG TUNGGAL,"DATO' IR. ZAKIYUDDIN",PKR,7,20,38.76,1,L,MNG,0
Pulau Pinang,N.03,PINANG TUNGGAL,BUKHORI BIN GHAZALI,PAS,4,20,23.11,0,L,KLH,0
Pulau Pinang,N.03,PINANG TUNGGAL,"DATO' ROSLAN BIN SAIDIN",BN,7,20,38.13,0,L,KLH,0
Pulau Pinang,N.04,PERMATANG BERANGAN,NOR HAFIZAH BINTI OTHMAN,BN,6,18,37.87,1,P,MNG,0
Pulau Pinang,N.04,PERMATANG BERANGAN,AZMAN SHAH BIN OTHMAN,PRM,24,18,0.13,0,L,HD,0
Pulau Pinang,N.04,PERMATANG BERANGAN,PAKCIK SOBRI,PAS,6,18,34.31,0,L,KLH,0
Pulau Pinang,N.04,PERMATANG BERANGAN,"DATO' SERI MOHD. SHARIFF BIN OMAR",PKR,5,18,27.68,0,L,KLH,0
Pulau Pinang,N.05,SUNGAI DUA,CIKGU HADI,PAS,5,17,30.21,0,L,KLH,0
Pulau Pinang,N.05,SUNGAI DUA,MUHAMAD YUSOFF MOHD NOOR,BN,7,17,41.07,1,L,MNG,0
Pulau Pinang,N.05,SUNGAI DUA,YUSRI BIN ISAHAK,PKR,5,17,28.72,0,L,KLH,0
Pulau Pinang,N.06,TELOK AYER TAWAR,USTAZ HANIF HARON,PAS,3,15,24.48,0,L,KLH,0
Pulau Pinang,N.06,TELOK AYER TAWAR,MUSTAFA KAMAL,PKR,7,15,44.4,1,L,MNG,0
Pulau Pinang,N.06,TELOK AYER TAWAR,LEE THIAN HONG,PRM,88,15,0.55,0,L,HD,0
Pulau Pinang,N.06,TELOK AYER TAWAR,ZAMRI BIN CHE ROS,BN,4,15,30.57,0,L,KLH,0
Pulau Pinang,N.07,SUNGAI PUYU,TAN LAY HOCK,PRM,101,24,0.42,0,L,HD,0
Pulau Pinang,N.07,SUNGAI PUYU,NEOH BOK KENG,MU,79,24,0.33,0,L,HD,0
Pulau Pinang,N.07,SUNGAI PUYU,LIM HAI SONG,BN,2,24,8.87,0,L,HD,0
Pulau Pinang,N.07,SUNGAI PUYU,PHEE BOON POH,PKR,21,24,90.17,1,L,MNG,0
Pulau Pinang,N.07,SUNGAI PUYU,ONG YIN YIN,PFP,51,24,0.21,0,P,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,TEOH CHAI DENG,PRM,74,21,0.35,0,L,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,SOON LIP CHEE,PKR,18,21,85.37,1,L,MNG,0
Pulau Pinang,N.08,BAGAN JERMAL,HARI DEVYNDRAN A/L MUNISWARAN,MU,106,21,0.5,0,L,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,FABIAN GEORGE ALBART,PFP,30,21,0.14,0,L,HD,0
Pulau Pinang,N.08,BAGAN JERMAL,ANG CHOR KEONG,BN,2,21,13.64,0,L,KLH,0
Pulau Pinang,N.09,BAGAN DALAM,TEOH UAT LYE,MU,51,14,0.35,0,L,HD,0
Pulau Pinang,N.09,BAGAN DALAM,J. DHINAGARAN,BN,3,14,26.56,0,L,KLH,0
Pulau Pinang,N.09,BAGAN DALAM,SATEES A/L MUNIANDY,PKR,10,14,72.54,1,L,MNG,0
Pulau Pinang,N.09,BAGAN DALAM,TEOH HUCK PING,PRM,45,14,0.31,0,L,HD,0
Pulau Pinang,N.09,BAGAN DALAM,JASPER OOI ZONG HAN,PFP,36,14,0.24,0,L,HD,0
Pulau Pinang,N.10,SEBERANG JAYA,ABU BAKAR SIDEKH BIN ZAINUL ABIDIN,BN,8,30,28.5,0,L,KLH,0
Pulau Pinang,N.10,SEBERANG JAYA,HJ AHMAD RAFAEI BIN DATO IR A RASHID,PAS,5,30,18.38,0,L,KLH,0
Pulau Pinang,N.10,SEBERANG JAYA,DR. AFIF BAHARDIN,PKR,16,30,53.12,1,L,MNG,0
Pulau Pinang,N.11,PERMATANG PASIR,FAIZ FADZIL,PKR,9,21,45.33,1,L,MNG,0
Pulau Pinang,N.11,PERMATANG PASIR,USTAZ MUHAMMAD FAUZI BIN YUSOFF,PAS,6,21,31.41,0,L,KLH,0
Pulau Pinang,N.11,PERMATANG PASIR,ANUAR FAISAL BIN YAHAYA,BN,4,21,23.25,0,L,KLH,0
Pulau Pinang,N.12,PENANTI,SUHAIMI BIN SABUDIN,BN,5,18,28.85,0,L,KLH,0
Pulau Pinang,N.12,PENANTI,HJH DR NORLELA ARIFFIN,PKR,8,18,44.95,1,P,MNG,0
Pulau Pinang,N.12,PENANTI,USTAZ MUHAMMAD FAWWAZ BIN MOHAMAD JAN,PAS,4,18,26.2,0,L,KLH,0
Pulau Pinang,N.13,BERAPIT,HENG LEE LEE,PKR,18,19,92.06,1,P,MNG,0
Pulau Pinang,N.13,BERAPIT,LEE POH KONG,PFP,105,19,0.53,0,L,HD,0
Pulau Pinang,N.13,BERAPIT,GOH SWEE GIM,BN,1,19,7,0,P,HD,0
Pulau Pinang,N.13,BERAPIT,SONG CHEE MENG,PRM,84,19,0.42,0,L,HD,0
Pulau Pinang,N.14,MACHANG BUBUK,LEE KHAI LOON,PKR,21,31,68.98,1,L,MNG,0
Pulau Pinang,N.14,MACHANG BUBUK,TANG AH BA,PRM,53,31,0.17,0,L,HD,0
Pulau Pinang,N.14,MACHANG BUBUK,LIM JHUN HOU,MU,28,31,0.09,0,L,HD,0
Pulau Pinang,N.14,MACHANG BUBUK,TAN TEIK CHENG,BN,4,31,14.73,0,L,KLH,0
Pulau Pinang,N.14,MACHANG BUBUK,MD JAMIL ABD RAHMAN,PAS,5,31,16.04,0,L,KLH,0
Pulau Pinang,N.15,PADANG LALANG,CHONG ENG,PKR,20,23,88.66,1,P,MNG,0
Pulau Pinang,N.15,PADANG LALANG,LIEW EE JIN,PFP,101,23,0.43,0,L,HD,0
Pulau Pinang,N.15,PADANG LALANG,KUAN HIN YEEP,BN,2,23,10.25,0,L,HD,0
Pulau Pinang,N.15,PADANG LALANG,LAI YEAN NEE,PRM,154,23,0.66,0,P,HD,0
Pulau Pinang,N.16,PERAI,OOI KHAR GIAP,PFP,104,13,0.76,0,L,HD,0
Pulau Pinang,N.16,PERAI,M. SURESH,BN,2,13,16.09,0,L,KLH,0
Pulau Pinang,N.16,PERAI,R.KUMARY,BEBAS - JAM,23,13,0.17,0,P,HD,0
Pulau Pinang,N.16,PERAI,ASOGHAN A/L GOVINDARAJU,PAP,33,13,0.24,0,L,HD,0
Pulau Pinang,N.16,PERAI,SAMUGANATHAN A/L MUNIANDY,PRM,37,13,0.27,0,L,HD,0
Pulau Pinang,N.16,PERAI,PROF. P.RAMASAMY,PKR,11,13,82.46,1,L,MNG,0
Pulau Pinang,N.17,BUKIT TENGAH,GOOI HSIAO-LEUNG,PKR,12,18,66.16,1,L,MNG,0
Pulau Pinang,N.17,BUKIT TENGAH,EDWARD JOSEPH,PFP,27,18,0.14,0,L,HD,0
Pulau Pinang,N.17,BUKIT TENGAH,DR. THOR TEONG GEE,BN,3,18,20.99,0,L,KLH,0
Pulau Pinang,N.17,BUKIT TENGAH,TANG HIANG LYE,PRM,53,18,0.28,0,L,HD,0
Pulau Pinang,N.17,BUKIT TENGAH,NORAZMAN BIN ISHAK,PAS,2,18,12.43,0,L,HD,0
Pulau Pinang,N.18,BUKIT TAMBUN,ONG SEONG LU,PFP,54,22,0.24,0,L,HD,0
Pulau Pinang,N.18,BUKIT TAMBUN,GOH B. KOON,PRM,117,22,0.53,0,L,HD,0
Pulau Pinang,N.18,BUKIT TAMBUN,HARTINI TAN,BN,3,22,14.37,0,P,KLH,0
Pulau Pinang,N.18,BUKIT TAMBUN,GOH CHOON AIK,PKR,18,22,81.54,1,L,MNG,0
Pulau Pinang,N.18,BUKIT TAMBUN,KUMARAVELU A/L ARUMUGAM,PAS,735,22,3.32,0,L,HD,0
Pulau Pinang,N.19,JAWI,TAN BENG HUAT,PAP,309,22,1.38,0,L,HD,0
Pulau Pinang,N.19,JAWI,DR. KIEW HEN CHONG,BN,4,22,18.74,0,L,KLH,0
Pulau Pinang,N.19,JAWI,DAPHNE,PFP,73,22,0.33,0,P,HD,0
Pulau Pinang,N.19,JAWI,"H'NG MOOI LYE",PKR,17,22,78.58,1,L,MNG,0
Pulau Pinang,N.19,JAWI,TAN CHEW SUAN,PRM,51,22,0.23,0,P,HD,0
Pulau Pinang,N.19,JAWI,KOAY XING BOON,MU,165,22,0.74,0,L,HD,0
Pulau Pinang,N.20,SUNGAI BAKAP,TAN CHOW KANG,PRM,55,22,0.24,0,L,HD,0
Pulau Pinang,N.20,SUNGAI BAKAP,USTAZ OSMAN BIN JAAFAR,PAS,4,22,18.93,0,L,KLH,0
Pulau Pinang,N.20,SUNGAI BAKAP,DR AMAR PRITPAL BIN ABDULLAH,PKR,10,22,45.56,1,L,MNG,0
Pulau Pinang,N.20,SUNGAI BAKAP,DATO MOHAMED SANI BAKAR,BN,8,22,35.26,0,L,KLH,0
Pulau Pinang,N.21,SUNGAI ACHEH,ZULKIFLI BIN IBRAHIM,PKR,7,16,44.19,1,L,MNG,0
Pulau Pinang,N.21,SUNGAI ACHEH,DATO MAHMUD ZAKARIA,BN,7,16,41.74,0,L,KLH,0
Pulau Pinang,N.21,SUNGAI ACHEH,NOR ZAMRI BIN LATIFF,PAS,2,16,14.07,0,L,KLH,0
Pulau Pinang,N.22,TANJONG BUNGA,MARVIN LEE ZHENG YONG,MU,74,17,0.43,0,L,HD,0
Pulau Pinang,N.22,TANJONG BUNGA,CHUA CHEONG WEE,PRM,122,17,0.7,0,L,HD,0
Pulau Pinang,N.22,TANJONG BUNGA,ZAIRIL KHIR JOHARI,PKR,13,17,76.37,1,L,MNG,0
Pulau Pinang,N.22,TANJONG BUNGA,TENG CHANG YEOW,BN,3,17,22.5,0,L,KLH,0
Pulau Pinang,N.23,AIR PUTIH,LIM GUAN ENG,PKR,9,10,85.61,1,L,MNG,0
Pulau Pinang,N.23,AIR PUTIH,TANG HEAP SENG,BN,1,10,12.84,0,L,KLH,0
Pulau Pinang,N.23,AIR PUTIH,TAN GIN THEAM,MU,87,10,0.8,0,L,HD,0
Pulau Pinang,N.23,AIR PUTIH,MANIKANDAN A/L RAMAYAH,PCM,83,10,0.76,0,L,HD,0
Pulau Pinang,N.24,KEBUN BUNGA,OOI ZHI YI,BN,2,17,13.09,0,L,KLH,0
Pulau Pinang,N.24,KEBUN BUNGA,WU KAI MIN,MU,110,17,0.64,0,L,HD,0
Pulau Pinang,N.24,KEBUN BUNGA,JASON ONG KHAN LEE,PKR,14,17,86.27,1,L,MNG,0
Pulau Pinang,N.25,PULAU TIKUS,JASON LOO JIEH SHENG,BN,2,14,17.16,0,L,KLH,0
Pulau Pinang,N.25,PULAU TIKUS,WEE KEAN WAI,MU,75,14,0.53,0,L,HD,0
Pulau Pinang,N.25,PULAU TIKUS,LEE CHUN KIT,PKR,11,14,82.32,1,L,MNG,0
Pulau Pinang,N.26,PADANG KOTA,"H'NG KHOON LENG",BN,1,10,13.59,0,L,KLH,0
Pulau Pinang,N.26,PADANG KOTA,GOH SAIK WEI,MU,71,10,0.66,0,L,HD,0
Pulau Pinang,N.26,PADANG KOTA,CHOW KON YEOW,PKR,9,10,85.76,1,L,MNG,0
Pulau Pinang,N.27,PENGKALAN KOTA,LIM SWEE BOK,BN,1,16,9.73,0,L,HD,0
Pulau Pinang,N.27,PENGKALAN KOTA,CHEW SENG TUNG,PRM,68,16,0.4,0,L,HD,0
Pulau Pinang,N.27,PENGKALAN KOTA,GOOI ZI SEN,PKR,15,16,88.87,1,L,MNG,0
Pulau Pinang,N.27,PENGKALAN KOTA,RAGINDRAN A/L SIVASAMY,BEBAS - KUNCI,87,16,0.51,0,L,HD,0
Pulau Pinang,N.27,PENGKALAN KOTA,KOAY TENG LYE,MU,82,16,0.48,0,L,HD,0
Pulau Pinang,N.28,KOMTAR,ONG CHUN JIET,MU,85,11,0.71,0,L,HD,0
Pulau Pinang,N.28,KOMTAR,TEH LAI HENG,PKR,10,11,84.64,1,L,MNG,0
Pulau Pinang,N.28,KOMTAR,TAN HING TEIK,BN,1,11,14.65,0,L,KLH,0
Pulau Pinang,N.29,DATOK KERAMAT,JAGDEEP SINGH DEO A/L KARPAL SINGH,PKR,13,18,75.25,1,L,MNG,0
Pulau Pinang,N.29,DATOK KERAMAT,LEE BOON TEN,BN,4,18,22.78,0,L,KLH,0
Pulau Pinang,N.29,DATOK KERAMAT,LIM BOO CHANG,MU,194,18,1.06,0,L,HD,0
Pulau Pinang,N.29,DATOK KERAMAT,NICHOLAS DIANE,PFP,18,18,0.1,0,L,HD,0
Pulau Pinang,N.29,DATOK KERAMAT,MUHAMMAD MAJNUN BIN ABDUL WAHAB,BEBAS - KAPAL TERBANG,146,18,0.8,0,L,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,YACOOB BIN OMAR,PAS,1,22,7.05,0,L,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,LIM SIEW KHIM,PKR,15,22,68.79,1,P,MNG,0
Pulau Pinang,N.30,SUNGAI PINANG,NG FOOK ON,BN,4,22,22.27,0,L,KLH,0
Pulau Pinang,N.30,SUNGAI PINANG,TAN SIM BEE,MU,79,22,0.35,0,P,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,YACOOB,BEBAS - KUNCI,119,22,0.53,0,L,HD,0
Pulau Pinang,N.30,SUNGAI PINANG,TEH YEE CHEU,PSM,223,22,1,0,L,HD,0
Pulau Pinang,N.31,BATU LANCANG,ONG AH TEONG,PKR,20,23,89.01,1,L,MNG,0
Pulau Pinang,N.31,BATU LANCANG,KOO PEI CHEE,BN,2,23,10.39,0,P,HD,0
Pulau Pinang,N.31,BATU LANCANG,KEE LEAN EE,MU,139,23,0.6,0,P,HD,0
Pulau Pinang,N.32,SERI DELIMA,KHOO KAY TEONG,BN,3,20,16.67,0,L,KLH,0
Pulau Pinang,N.32,SERI DELIMA,TAN YANG YUNG,MU,159,20,0.79,0,L,HD,0
Pulau Pinang,N.32,SERI DELIMA,SYERLEENA ABDUL RASHID,PKR,16,20,82.54,1,P,MNG,0
Pulau Pinang,N.33,AIR ITAM,TAN KAH LEONG,BN,3,15,19.31,0,L,KLH,0
Pulau Pinang,N.33,AIR ITAM,KANG TEIK WOI,MU,148,15,0.94,0,L,HD,0
Pulau Pinang,N.33,AIR ITAM,JOSEPH NG SOON SIANG,PKR,12,15,79.76,1,L,MNG,0
Pulau Pinang,N.34,PAYA TERUBONG,WONG CHIN CHONG,BN,4,39,10.35,0,L,HD,0
Pulau Pinang,N.34,PAYA TERUBONG,KUAN AUN WAN,MU,421,39,1.06,0,L,HD,0
Pulau Pinang,N.34,PAYA TERUBONG,YEOH SOON HIN,PKR,35,39,88.59,1,L,MNG,0
Pulau Pinang,N.35,BATU UBAN,HNG CHEE WEY,BN,3,26,14.52,0,L,KLH,0
Pulau Pinang,N.35,BATU UBAN,VIKNESWARAN A/L MUNIANDY,PAS,1,26,4.49,0,L,HD,0
Pulau Pinang,N.35,BATU UBAN,A. KUMARESAN,PKR,21,26,80.43,1,L,MNG,0
Pulau Pinang,N.35,BATU UBAN,TEOH KEAN LIANG,PFP,32,26,0.12,0,L,HD,0
Pulau Pinang,N.35,BATU UBAN,TEOH KOK SIANG,MU,116,26,0.44,0,L,HD,0
Pulau Pinang,N.36,PANTAI JEREJAK,DAVID YIM BOON LEONG,MU,97,19,0.51,0,L,HD,0
Pulau Pinang,N.36,PANTAI JEREJAK,MOHD FARHAN BIN YUSRI,PAS,1,19,8.75,0,L,HD,0
Pulau Pinang,N.36,PANTAI JEREJAK,OH TONG KEONG,BN,3,19,17.29,0,L,KLH,0
Pulau Pinang,N.36,PANTAI JEREJAK,DATO SAIFUDDIN NASUTION,PKR,14,19,73.45,1,L,MNG,0
Pulau Pinang,N.37,BATU MAUNG,"DATO' HJ ABDUL HALIM HUSSAIN",PKR,17,29,58.72,1,L,MNG,0
Pulau Pinang,N.37,BATU MAUNG,SAIFUL LIZAN BIN MD YUSOFF,PAS,3,29,10.65,0,L,HD,0
Pulau Pinang,N.37,BATU MAUNG,LIAKAT ALI BIN MOHAMED ALI,BN,9,29,30.62,0,L,KLH,0
Pulau Pinang,N.38,BAYAN LEPAS,AZRUL MAHATHIR BIN AZIZ,PKR,12,22,56.17,1,L,MNG,0
Pulau Pinang,N.38,BAYAN LEPAS,ZARINA SHINTA MADAR,PAS,2,22,11.22,0,P,HD,0
Pulau Pinang,N.38,BAYAN LEPAS,CIKGU RUSLI HASHIM,BN,7,22,32.61,0,L,KLH,0
Pulau Pinang,N.39,PULAU BETONG,CIKGU MOHD TAUFIK,PAS,1,15,10.64,0,L,HD,0
Pulau Pinang,N.39,PULAU BETONG,YEOH CHENG HUAT,PRM,64,15,0.41,0,L,HD,0
Pulau Pinang,N.39,PULAU BETONG,HAJI TUAH ISMAIL,PKR,7,15,49.63,1,L,MNG,0
Pulau Pinang,N.39,PULAU BETONG,DATUK Sr Dr MUHAMAD FARID BIN SAAD,BN,6,15,39.31,0,L,KLH,0
Pulau Pinang,N.40,TELOK BAHANG,ZOLKIFLY B. MD LAZIM,PKR,5,12,45.65,1,L,MNG,0
Pulau Pinang,N.40,TELOK BAHANG,MOHD ALI BIN OTHMAN,PAS,1,12,12.23,0,L,HD,0
Pulau Pinang,N.40,TELOK BAHANG,SHAH HEADAN AYOOB HUSSAIN SHAH,BN,5,12,42.11,0,L,KLH,0
Perak,N.01,PENGKALAN HULU,HJ. AZNEL HJ. IBRAHIM,BN,5,11,48.57,1,L,MNG,0
Perak,N.01,PENGKALAN HULU,HAMIDI BIN ISMAIL,PAS,3,11,28.39,0,L,KLH,0
Perak,N.01,PENGKALAN HULU,DR AHMAD SAFWAN (DR IWAN),PKR,2,11,23.04,0,L,KLH,0
Perak,N.02,TEMENGOR,FADZIL AZIZ,PKR,3,15,24.53,0,L,KLH,0
Perak,N.02,TEMENGOR,MD POZI BIN MD SANI,PAS,3,15,25.06,0,L,KLH,0
Perak,N.02,TEMENGOR,SALBIAH MOHAMED,BN,7,15,50.42,1,P,MNG,0
Perak,N.03,KENERING,AZHAR HJ. RASDI,PAS,4,13,30.86,0,L,KLH,0
Perak,N.03,KENERING,NOOR SHAM BINTI ABU SAMAH,PKR,1,13,13.75,0,P,KLH,0
Perak,N.03,KENERING,TARMIZI IDRIS,BN,7,13,55.39,1,L,MNG,0
Perak,N.04,KOTA TAMPAN,"USTAZ RIF'AAT HJ RAZMAN",PAS,2,9,29.11,0,L,KLH,0
Perak,N.04,KOTA TAMPAN,SAARANI MOHAMAD,BN,5,9,52.36,1,L,MNG,0
Perak,N.04,KOTA TAMPAN,NOOR HASNIDA MOHD. HASHIM,PKR,1,9,18.53,0,P,KLH,0
Perak,N.05,SELAMA,"DATO' FAIZUL ARBY BIN MOHD SHOHOR",BN,5,13,39.12,0,L,KLH,0
Perak,N.05,SELAMA,RAZALI ISMAIL,PKR,2,13,19.59,0,L,KLH,0
Perak,N.05,SELAMA,USTAZ AKMAL HJ KAMARUDIN,PAS,5,13,41.28,1,L,MNG,0
Perak,N.06,KUBU GAJAH,CIKGU SUPRI,PKR,1,13,12.79,0,L,KLH,0
Perak,N.06,KUBU GAJAH,USTAZ KHALIL HJ YAHAYA,PAS,5,13,44.29,1,L,MNG,0
Perak,N.06,KUBU GAJAH,SALIZA BINTI AHMAD,BN,5,13,42.92,0,P,KLH,0
Perak,N.07,BATU KURAU,USTAZ SHAHIR HASSAN,PAS,3,13,29.42,0,L,KLH,0
Perak,N.07,BATU KURAU,ZAINAL ABIDIN HJ. ABD. RAHMAN,BERJASA,42,13,0.32,0,L,HD,0
Perak,N.07,BATU KURAU,MUHAMAD AIMAN AIZUDDIN,PKR,3,13,23.25,0,L,KLH,0
Perak,N.07,BATU KURAU,"DATO' DR. MUHAMMAD AMIN B. ZAKARIA",BN,6,13,47.01,1,L,MNG,0
Perak,N.08,TITI SERONG,HASNUL ZULKARNAIN,PKR,7,22,34.46,1,L,MNG,0
Perak,N.08,TITI SERONG,USTAZ ABU BAKAR HAJI HUSSIAN,PAS,6,22,31.71,0,L,KLH,0
Perak,N.08,TITI SERONG,NORSALEWATI BINTI MAT NORWANI,BN,7,22,33.83,0,P,KLH,0
Perak,N.09,KUALA KURAU,HJ SHAHRUL NIZAM,BN,6,20,29.09,0,L,KLH,0
Perak,N.09,KUALA KURAU,YUNUS JAMHARI,PKR,8,20,41.88,1,L,MNG,0
Perak,N.09,KUALA KURAU,ABDUL BAHARIN MAT DESA,PAS,5,20,29.02,0,L,KLH,0
Perak,N.10,ALOR PONGSU,CIKGU ZAKI,PKR,4,16,27.77,0,L,KLH,0
Perak,N.10,ALOR PONGSU,"DATO' SHAM BIN MAT SAHAT",BN,6,16,39.63,1,L,MNG,0
Perak,N.10,ALOR PONGSU,UST. WAN TARMIZI,PAS,5,16,32.6,0,L,KLH,0
Perak,N.11,GUNONG SEMANGGOL,HJ. RAZMAN ZAKARIA,PAS,7,16,45.1,1,L,MNG,0
Perak,N.11,GUNONG SEMANGGOL,ZAINI BIN CHA,BN,5,16,33.57,0,L,KLH,0
Perak,N.11,GUNONG SEMANGGOL,ISMAIL,PKR,3,16,21.33,0,L,KLH,0
Perak,N.12,SELINSING,HAJI HUSIN BIN DIN,PAS,5,14,35.57,0,L,KLH,0
Perak,N.12,SELINSING,USTAZ SAQIF ANSORULLAH,PKR,4,14,28.18,0,L,KLH,0
Perak,N.12,SELINSING,MOHAMAD NOOR BIN DAWOO,BN,5,14,36.25,1,L,MNG,0
Perak,N.13,KUALA SEPETANG,MOHD KAMARUDDIN BIN ABU BAKAR,BN,8,23,37.54,1,L,MNG,0
Perak,N.13,KUALA SEPETANG,CHUA YEE LING,PKR,8,23,36.17,0,P,KLH,0
Perak,N.13,KUALA SEPETANG,HAJI RAHIM ISMAIL,PAS,6,23,26.28,0,L,KLH,0
Perak,N.14,CHANGKAT JERING,USTAZ NORDIN JAAFAR,PAS,6,21,28.21,0,L,KLH,0
Perak,N.14,CHANGKAT JERING,IR. MEGAT SHARIFFUDIN IBRAHIM,PKR,6,21,31.38,0,L,KLH,0
Perak,N.14,CHANGKAT JERING,MOHGANAN A/L P MANIKAM,BEBAS - POKOK,60,21,0.27,0,L,HD,0
Perak,N.14,CHANGKAT JERING,AHMAD SAIDI BIN MOHAMAD DAUD,BN,8,21,40.13,1,L,MNG,0
Perak,N.15,TRONG,JAMILAH BINTI ZAKARIA,BN,5,10,47.03,1,P,MNG,0
Perak,N.15,TRONG,DATUK SHAHARUDDIN ABDUL RASHID,PKR,2,10,23.3,0,L,KLH,0
Perak,N.15,TRONG,USTAZ FAISAL BIN ABDUL RAHMAN,PAS,3,10,29.66,0,L,KLH,0
Perak,N.16,KAMUNTING,USTAZ FAKHRUDIN,PAS,5,23,22.65,0,L,KLH,0
Perak,N.16,KAMUNTING,IR DR MUHD FADHIL NURUDDIN,PKR,9,23,42.5,1,L,MNG,0
Perak,N.16,KAMUNTING,DATO MOHAMMAD ZAHIR BIN ABDUL KHALID,BN,8,23,34.85,0,L,KLH,0
Perak,N.17,POKOK ASSAM,LEE LI KUAN,BN,4,21,22.5,0,P,KLH,0
Perak,N.17,POKOK ASSAM,LEOW THYE YIH,PKR,16,21,77.5,1,L,MNG,0
Perak,N.18,AULONG,SOO KAY PING,BN,6,24,25.06,0,L,KLH,0
Perak,N.18,AULONG,NGA KOR MING,PKR,18,24,74.94,1,L,MNG,0
Perak,N.19,CHENDEROH,KHAIRUL ANUAR MUSA,PKR,3,11,27.22,0,L,KLH,0
Perak,N.19,CHENDEROH,USTAZ FARID FAIZI,PAS,2,11,25.24,0,L,KLH,0
Perak,N.19,CHENDEROH,ZAINUN BIN MAT NOOR,BN,5,11,47.54,1,L,MNG,0
Perak,N.20,LUBOK MERBAU,ZULKARNINE HASHIM,PKR,4,13,30.76,0,L,KLH,0
Perak,N.20,LUBOK MERBAU,DR JURIJ BIN JALALUDIN,BN,4,13,36.13,1,L,MNG,0
Perak,N.20,LUBOK MERBAU,USTAZ AZIZI BIN MOHAMED RIDZUWAN,PAS,4,13,33.11,0,L,KLH,0
