State,Seat ID,Seat Name,Candidate Name,Candidate Party,Votes for Candidate,Total Votes Cast,% of total Votes,Candidate Win,Gender,Status,Pekerjaan
Kedah,N.28,BAKAR ARANG,TAN KEE CHYE,PRM,58,31,0.18,0,L,HD,PENIAGA
Kedah,N.28,BAKAR ARANG,TAN HOCK HUAT,BEBAS - KUNCI,29,31,0.09,0,L,HD,AHLI PERNIAGAAN
Kedah,N.28,BAKAR ARANG,KO HUNG WENG,BN,5,31,17.51,0,L,KLH,TIADA
Kedah,N.29,SIDAM,DR ROBERT LING,PKR,17,29,58.09,1,L,MNG,DOKTOR
Kedah,N.29,SIDAM,CIK GU HASHIM,PRM,80,29,0.27,0,L,HD,PESARA
Kedah,N.29,SIDAM,TAN KOK SEONG,BN,5,29,19.93,0,L,KLH,PENIAGA
Kedah,N.29,SIDAM,NUR HIDAYAH FOO,PAS,6,29,21.72,0,P,KLH,GURU SWASTA
Kedah,N.30,BAYU,CIKGU ABD NASIR,PAS,14,32,43.7,1,L,MNG,PESARA
Kedah,N.30,BAYU,ABD RAHIM KECHIK,PKR,5,32,15.42,0,L,KLH,PESARA
Kedah,N.30,BAYU,MOHD NOOR BIN MOHD AMIN (HAJI NOQ),BN,13,32,40.88,0,L,KLH,BERNIAGA
Kedah,N.31,KUPANG,"DATO' US NAJMI HJ AHMAD",PAS,13,29,45.64,1,L,MNG,PESARA
Kedah,N.31,KUPANG,CIKGU JOHARI,PKR,4,29,14.31,0,L,KLH,TIADA
Kedah,N.31,KUPANG,"DATO' HARUN AZIZ",BN,11,29,40.05,0,L,KLH,TIADA
Kedah,N.32,KUALA KETIL,MEJAR (B) MANSOR,PAS,12,28,44.09,1,L,MNG,TIADA
Kedah,N.32,KUALA KETIL,MOHAMAD SOFEE RAZAK,PKR,4,28,17.36,0,L,KLH,PEGUAM
Kedah,N.32,KUALA KETIL,DATO KHAIRUL,BN,10,28,38.55,0,L,KLH,AHLI PERNIAGAAN
Kedah,N.33,MERBAU PULAS,ASMADI ABU TALIB,BN,9,28,33.04,0,L,KLH,TIADA
Kedah,N.33,MERBAU PULAS,"DATO' USTAZAH SITI ASHAH BINTI GHAZALI",PAS,9,28,34.57,1,P,MNG,SURI RUMAH
Kedah,N.33,MERBAU PULAS,CIKGU RAZAK,PKR,9,28,32.39,0,L,KLH,TIADA
Kedah,N.34,LUNAS,CIKGU AZMAN,PKR,23,41,57.62,1,L,MNG,TIADA
Kedah,N.34,LUNAS,HAJI AHMAD TAUFIQ,PAS,10,41,24.33,0,L,KLH,PEGUAM
Kedah,N.34,LUNAS,M. THURAISINGAM,BN,7,41,18.05,0,L,KLH,AHLI PERNIAGAAN
Kedah,N.35,KULIM,YEO KENG CHUAN,PKR,13,31,41.55,1,L,MNG,AHLI PERNIAGAAN
Kedah,N.35,KULIM,CHUA THIONG GEE,BN,9,31,29.48,0,L,KLH,TIADA
Kedah,N.35,KULIM,MOHD KHAIRI SALLEH,PAS,9,31,28.86,0,L,KLH,BERNIAGA
Kedah,N.35,KULIM,LEE AH LEONG,PRM,34,31,0.11,0,L,HD,TIADA
Kedah,N.36,BANDAR BAHARU,USTAZ ROHAIZAT JAAFAR,PAS,7,22,32.78,0,L,KLH,MELETAK JAWATAN (PENOLONG PEGAWAI HAL EHWAL ISLAM)
Kedah,N.36,BANDAR BAHARU,"DATO' NORSABRINA BINTI MOHD NOOR",BN,7,22,34.43,1,P,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI
Kedah,N.36,BANDAR BAHARU,"DATO' AZIMI BIN DAIM",PKR,7,22,32.79,0,L,KLH,TIADA
Kelantan,N.01,PENGKALAN KUBOR,USTAZ HJ RAZI,BN,8,20,42.21,0,L,KLH,0
Kelantan,N.01,PENGKALAN KUBOR,USTAZ LAN,PAS,10,20,49.99,1,L,MNG,0
Kelantan,N.01,PENGKALAN KUBOR,"DATO' ROSDI",PKR,1,20,7.8,0,L,HD,AHLI PERNIAGAAN
Kelantan,N.02,KELABORAN,KAK JAH,PKR,1,21,9,0,P,HD,PENIAGA
Kelantan,N.02,KELABORAN,CIKGU HASHIM,BN,7,21,34.24,0,L,KLH,0
Kelantan,N.02,KELABORAN,CIKGU NAN,PAS,12,21,56.76,1,L,MNG,0
Kelantan,N.03,PASIR PEKAN,"DATO' UST MAD",PAS,14,22,63.88,1,L,MNG,MENTERI BESAR (SEMENTARA)
Kelantan,N.03,PASIR PEKAN,WAN JO,PKR,2,22,9.56,0,L,HD,0
Kelantan,N.03,PASIR PEKAN,HJ. WAN SANUSI,BN,5,22,26.56,0,L,KLH,BERNIAGA
Kelantan,N.04,WAKAF BHARU,ABE K,PKR,1,22,9.01,0,L,HD,0
Kelantan,N.04,WAKAF BHARU,HAJI RUSLI ABDULLAH,PAS,10,22,46.37,1,L,MNG,AHLI PERNIAGAAN
Kelantan,N.04,WAKAF BHARU,DATUK ROSDI,BN,9,22,44.62,0,L,KLH,0
Kelantan,N.05,KIJANG,NIK AZMI,PKR,1,17,10.69,0,L,HD,0
Kelantan,N.05,KIJANG,AZUAN,BN,5,17,30.87,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.05,KIJANG,DR IZANI,PAS,9,17,58.44,1,L,MNG,0
Kelantan,N.06,CHEMPAKA,FAREEZ,BN,7,20,35.3,0,L,KLH,BERNIAGA
Kelantan,N.06,CHEMPAKA,USTAZ FATHAN,PAS,10,20,52.63,1,L,MNG,0
Kelantan,N.06,CHEMPAKA,USTAZ NIK OMAR,PKR,2,20,12.06,0,L,HD,0
Kelantan,N.07,PANCHOR,"DATO' NIK AMAR",PAS,13,22,60.97,1,L,MNG,TIMBALAN MENTERI BESAR SEMENTARA
Kelantan,N.07,PANCHOR,ZARINA EUSOPE,BN,6,22,28.29,0,P,KLH,BERNIAGA
Kelantan,N.07,PANCHOR,HAZMI HASSAN,PKR,2,22,10.74,0,L,HD,0
Kelantan,N.08,TANJONG MAS,MADIHAH BINTI AB AZIZ,BN,4,24,20.4,0,P,KLH,BERNIAGA
Kelantan,N.08,TANJONG MAS,DR HAFIDZAH,PKR,6,24,25.33,0,P,KLH,DOKTOR PERUBATAN
Kelantan,N.08,TANJONG MAS,KAK ANI,PAS,13,24,54.27,1,P,MNG,TIADA
Kelantan,N.09,KOTA LAMA,CHUA HOCK KUAN,BN,5,20,26.25,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.09,KOTA LAMA,"DATO' ANUAR TAN",PAS,8,20,40.12,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI KELANTAN (SEMENTARA)
Kelantan,N.09,KOTA LAMA,TAN SRI RASHID,PKR,6,20,33.23,0,L,KLH,TIADA
Kelantan,N.09,KOTA LAMA,KHAIRUL NIZAM,PSM,54,20,0.26,0,L,HD,TIADA
Kelantan,N.09,KOTA LAMA,IZAT BUKHARY,BEBAS - PEN,29,20,0.14,0,L,HD,TIADA
Kelantan,N.10,BUNUT PAYONG,DATUK HAJI MOHAMED HASNAN BIN CHE HUSSIN,BN,6,21,28.87,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.10,BUNUT PAYONG,SANUSI BIN HJ OTHMAN,PKR,4,21,21.04,0,L,KLH,TIDAK BEKERJA
Kelantan,N.10,BUNUT PAYONG,DR.RAMLI,PAS,10,21,50.09,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI KELANTAN (SEMENTARA)
Kelantan,N.11,TENDONG,"DATO' DR.IBRAHIM B. ALI",BEBAS - CAWAN,1,18,8,0,L,HD,AHLI PERNIAGAAN
Kelantan,N.11,TENDONG,DR WAN ZUL,PKR,1,18,7.36,0,L,HD,DOKTOR
Kelantan,N.11,TENDONG,ROZI MUHAMAD,PAS,8,18,48.41,1,L,MNG,-
Kelantan,N.11,TENDONG,"DATO' HJ PAKYA",BN,6,18,36.24,0,L,KLH,TIADA
Kelantan,N.12,PENGKALAN PASIR,CHE JOHAN BIN CHE PA,BN,5,19,29.06,0,L,KLH,USAHAWAN
Kelantan,N.12,PENGKALAN PASIR,"UST.DR SHA'RANI",PKR,2,19,13.47,0,L,KLH,PESARA
Kelantan,N.12,PENGKALAN PASIR,Ir.SUHARTO BIN MAT NASIR,BEBAS - CAWAN,826,19,4.33,0,L,HD,BERNIAGA
Kelantan,N.12,PENGKALAN PASIR,"DATO' HJ.HANIFA AHMAD",PAS,10,19,53.15,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI KELANTAN (SEMENTARA)
Kelantan,N.13,MERANTI,CHE DAUD BIN CHE MAN,BEBAS - CAWAN,512,16,3.2,0,L,HD,BERNIAGA
Kelantan,N.13,MERANTI,ROMIZU,PKR,971,16,6.06,0,L,HD,TIADA
Kelantan,N.13,MERANTI,"DATO' US HJ NASSURUDDIN HJ DAUD",PAS,10,16,64.41,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI KELANTAN (SEMENTARA)
Kelantan,N.13,MERANTI,ANUAR HUSIN (JASA),BN,4,16,26.33,0,L,KLH,TIADA
Kelantan,N.14,CHETOK,TOK IMAM LI,PKR,1,16,11.55,0,L,HD,TIADA
Kelantan,N.14,CHETOK,ZAKARIA BIN HASAN,BEBAS - KERETA,25,16,0.15,0,L,HD,TIADA
Kelantan,N.14,CHETOK,USTAZ AFIFI,BN,6,16,36.2,0,L,KLH,TIADA
Kelantan,N.14,CHETOK,HAJI ZURAIDIN BIN ABDULLAH,PAS,8,16,52.11,1,L,MNG,BERNIAGA
Kelantan,N.15,GUAL PERIOK,CIKGU LI,BN,6,16,38.95,0,L,KLH,PESARA
Kelantan,N.15,GUAL PERIOK,LAWYER WAN,PKR,1,16,9.4,0,L,HD,PEGUAM
Kelantan,N.15,GUAL PERIOK,USTAZ MAT,PAS,8,16,51.65,1,L,MNG,TIADA
Kelantan,N.16,APAM PUTRA,AKBAR,BN,6,15,45.23,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.16,APAM PUTRA,ABD RASUL,PAS,7,15,47.55,1,L,MNG,TIADA
Kelantan,N.16,APAM PUTRA,SYAM GHAZ,PKR,1,15,7.21,0,L,HD,TIADA
Kelantan,N.17,SALOR,HUSAM MUSA,PKR,3,21,16.93,0,L,KLH,TIDAK BEKERJA
Kelantan,N.17,SALOR,HAJI SAIFUL,PAS,11,21,52.46,1,L,MNG,TIADA
Kelantan,N.17,SALOR,DATUK NOORDIN,BN,6,21,30.61,0,L,KLH,TIADA
Kelantan,N.18,PASIR TUMBOH,CIKGU NOOR YAZID,PKR,2,20,13.61,0,L,KLH,TIADA
Kelantan,N.18,PASIR TUMBOH,USTAZ ABD RAHMAN,PAS,12,20,61.5,1,L,MNG,TIADA
Kelantan,N.18,PASIR TUMBOH,BAKRI BIN YUSOFF,BN,5,20,24.9,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.19,DEMIT,KAK LONG NURUL AMAL,BN,4,21,20.91,0,P,KLH,AHLI PERNIAGAAN
Kelantan,N.19,DEMIT,KAK TAZ,PAS,13,21,62.55,1,P,MNG,TIADA
Kelantan,N.19,DEMIT,DR.WAN AHMAD KAMIL,PKR,3,21,16.54,0,L,KLH,TIADA
Kelantan,N.20,TAWANG,USTAZ HASSAN,PAS,14,25,59.02,1,L,MNG,TIADA
Kelantan,N.20,TAWANG,DATUK MOHD RADZUAN BIN ABDULLAH,BN,10,25,40.98,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.21,PANTAI IRAMA,HAJI MIE,PAS,12,24,52.1,1,L,MNG,TIADA
Kelantan,N.21,PANTAI IRAMA,"DATO' DR. ILIAS BIN HUSAIN",BN,10,24,42.03,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.21,PANTAI IRAMA,HJ ISMAIL,PKR,1,24,5.87,0,L,HD,TIADA
Kelantan,N.22,JELAWAT,PAK SU WAN,BN,9,23,41.78,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.22,JELAWAT,CIKGU AZZIZ,PAS,12,23,52.24,1,L,MNG,TIADA
Kelantan,N.22,JELAWAT,MOHD FAMI ZAKARIA,PKR,1,23,5.97,0,L,HD,BERNIAGA
Kelantan,N.23,MELOR,HJ AZIZ,PKR,2,17,12.4,0,L,HD,PESARA AHLI PARLIMEN
Kelantan,N.23,MELOR,CIKGU HAJI AZMI,BN,7,17,41.91,0,L,KLH,SENDIRI
Kelantan,N.23,MELOR,DR. YUSNAN,PAS,7,17,45.69,1,L,MNG,TIADA
Kelantan,N.24,KADOK,USTAZ HIM,PKR,1,13,9.28,0,L,HD,TIADA
Kelantan,N.24,KADOK,HJ AZAMI,PAS,7,13,52.3,1,L,MNG,PENILAI SWASTA
Kelantan,N.24,KADOK,AZAM ISMAIL,BN,5,13,38.42,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.25,KOK LANAS,USTAZ NIK,PAS,9,22,43.55,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.25,KOK LANAS,DR. HANAPI,PKR,1,22,7.91,0,L,HD,DOKTOR (KLINIK SWASTA)
Kelantan,N.25,KOK LANAS,DATUK ALWI,BN,10,22,48.54,1,L,MNG,JURUKUR
Kelantan,N.26,BUKIT PANAU,CIKGU DAYANG SANIAH,BN,10,27,36.9,0,P,KLH,PESARA KERAJAAN
Kelantan,N.26,BUKIT PANAU,"DATO' ABDUL FATTAH",PAS,14,27,52.4,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN (SEMENTARA)
Kelantan,N.26,BUKIT PANAU,LAWYER HISHAM,PKR,2,27,10.7,0,L,HD,PEGUAM
Kelantan,N.27,GUAL IPOH,CIKGU BAKRI,BN,8,16,52.84,1,L,MNG,TIADA
Kelantan,N.27,GUAL IPOH,CIKGU WAN YUSOFF,PAS,7,16,44.06,0,L,KLH,TIADA
Kelantan,N.27,GUAL IPOH,ABE SOBA,PKR,499,16,3.1,0,L,HD,TIADA
Kelantan,N.28,KEMAHANG,WAN RAKEMI,BN,6,14,44.21,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.28,KEMAHANG,MEJ (B) DATO NIZAM,PAS,7,14,50.65,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN KELANTAN (SEMENTARA)
Kelantan,N.28,KEMAHANG,BAHARI BIN MOHAMAD NOR,PKR,737,14,5.14,0,L,HD,TIADA
Kelantan,N.29,SELISING,CIKGU ISMAIL,PKR,808,16,4.76,0,L,HD,TIADA
Kelantan,N.29,SELISING,USTAZ TUAN SARIPUDIN,PAS,9,16,56.81,1,L,MNG,TIADA
Kelantan,N.29,SELISING,ZUL ALI,BN,6,16,38.43,0,L,KLH,TIADA
Kelantan,N.30,LIMBONGAN,USTAZ NAZLAN,PAS,10,19,53.06,1,L,MNG,TIADA
Kelantan,N.30,LIMBONGAN,CIKGU ZARIR,PKR,1,19,9.65,0,L,HD,PESARA
Kelantan,N.30,LIMBONGAN,TOK IMAM HANAFIAH,BN,7,19,37.29,0,L,KLH,TIADA
Kelantan,N.31,SEMERAK,CIKGU AWI,BN,7,16,45.31,0,L,KLH,TIADA
Kelantan,N.31,SEMERAK,KAPTEN WAN MARZUDI,PKR,950,16,5.63,0,L,HD,TIADA
Kelantan,N.31,SEMERAK,TOK WAN HASSAN,PAS,8,16,49.06,1,L,MNG,TIADA
Kelantan,N.32,GAAL,USTAZ RODZI,PAS,7,14,52.36,1,L,MNG,TIADA
Kelantan,N.32,GAAL,"DATO' DR. KAISAN",BN,5,14,41.4,0,L,KLH,BERNIAGA
Kelantan,N.32,GAAL,ABE MAN BATU HITAM,PKR,897,14,6.24,0,L,HD,TIADA
Kelantan,N.33,PULAI CHONDONG,USTAZ AZHAR,PAS,9,17,52.26,1,L,MNG,TIADA
Kelantan,N.33,PULAI CHONDONG,CIKGU DIN,PKR,1,17,7.59,0,L,HD,PESARA
Kelantan,N.33,PULAI CHONDONG,HJ AHMAD TARMIZI,BN,7,17,40.15,0,L,KLH,PEKERJA SWASTA
Kelantan,N.34,TEMANGAN,"DATO' DR. FADZLI HASSAN",PAS,8,16,52.99,1,L,MNG,AHLI MAJLIS MESYUARAT KERAJAAN NEGERI (SEMENTARA)
Kelantan,N.34,TEMANGAN,REDZUAN,PKR,914,16,5.56,0,L,HD,BERNIAGA
Kelantan,N.34,TEMANGAN,CIKGU ADNAN,BN,6,16,41.45,0,L,KLH,TIADA
Kelantan,N.35,KEMUNING,USTAZ LI,PAS,9,21,47.32,1,L,MNG,TIADA
Kelantan,N.35,KEMUNING,CIKGU KADIR,PKR,2,21,10.27,0,L,HD,TIADA
Kelantan,N.35,KEMUNING,ERIANDI,BN,8,21,42.41,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.36,BUKIT BUNGA,"DATO' ADHAN KECHIK",BN,7,13,51.54,1,L,MNG,PEGUAM
Kelantan,N.36,BUKIT BUNGA,HAJI RAMZI BIN MOHD YUSOFF,PAS,5,13,43.66,0,L,KLH,TIADA
Kelantan,N.36,BUKIT BUNGA,ASRAN BIN ALIAS,PKR,659,13,4.81,0,L,HD,TIADA
Kelantan,N.37,AIR LANAS,"DATO' USTAZ LAH",PAS,6,14,46.72,0,L,KLH,SPEAKER
Kelantan,N.37,AIR LANAS,DR AMINUDDIN,PKR,608,14,4.13,0,L,HD,DOKTOR
Kelantan,N.37,AIR LANAS,"DATO' PA",BN,7,14,49.16,1,L,MNG,MENTERI PERDAGANGAN ANTARABANGSA DAN INDUSTRI
Kelantan,N.38,KUALA BALAH,HJ. PENDI,PAS,4,10,45.74,0,L,KLH,AHLI PERNIAGAAN
Kelantan,N.38,KUALA BALAH,DATUK AZIZ,BN,5,10,54.26,1,L,MNG,PEGUAM
Kelantan,N.39,MENGKEBANG,CIKGU WAN AZLAN,PKR,829,16,5.16,0,L,HD,-
Kelantan,N.39,MENGKEBANG,TOK IME MAT MIN,PAS,9,16,57.85,1,L,MNG,-
Kelantan,N.39,MENGKEBANG,USTAZ ZAKI,BN,5,16,36.99,0,L,KLH,-
Kelantan,N.40,GUCHIL,ZUBER BIN HASSAN,BN,5,15,34.47,0,L,KLH,PESARA
Kelantan,N.40,GUCHIL,CIKGU ROSLAN,PKR,2,15,15.4,0,L,KLH,0
Kelantan,N.40,GUCHIL,AZIZ AHMAD,BEBAS - PEN,123,15,0.8,0,L,HD,PESARA
Kelantan,N.40,GUCHIL,HILMI ABDULLAH,PAS,7,15,49.33,1,L,MNG,PEGUAM
Kelantan,N.41,MANEK URAI,DERAMAN BIN MAMAT,BEBAS - POKOK,41,14,0.29,0,L,HD,-
Kelantan,N.41,MANEK URAI,ABE UJI,PAS,8,14,61.26,1,L,MNG,-
Kelantan,N.41,MANEK URAI,CHE NI ZUKI,BN,4,14,34.91,0,P,KLH,BERNIAGA
Kelantan,N.41,MANEK URAI,USTAZ MAT DAHAN,PKR,503,14,3.55,0,L,HD,-
Kelantan,N.42,DABONG,TOK IME KU ZAKI,PAS,4,9,50.86,1,L,MNG,-
Kelantan,N.42,DABONG,MAT AWANG,BN,4,9,44.59,0,L,KLH,-
Kelantan,N.42,DABONG,LAWYER WAN,PKR,427,9,4.55,0,L,HD,PEGUAM
Kelantan,N.43,NENGGIRI,AB AZIZ,BN,5,11,48.56,1,L,MNG,-
Kelantan,N.43,NENGGIRI,TOK NGULU PI,PAS,5,11,44.49,0,L,KLH,-
Kelantan,N.43,NENGGIRI,ABANG MAN,PKR,788,11,6.95,0,L,HD,-
Kelantan,N.44,PALOH,USTAZ MAN,PAS,5,12,42.82,0,L,KLH,-
Kelantan,N.44,PALOH,UMMI NOR,PKR,417,12,3.23,0,P,HD,-
Kelantan,N.44,PALOH,HJ. AMRAN BIN ARIFIN,BN,6,12,53.95,1,L,MNG,-
Kelantan,N.45,GALAS,USTAZ MI,PAS,5,15,35.09,0,L,KLH,-
Kelantan,N.45,GALAS,ABE DIN,BN,7,15,46.09,1,L,MNG,USAHAWAN
Kelantan,N.45,GALAS,NASIR,PKR,2,15,18.82,0,L,KLH,-
Melaka,N.01,KUALA LINGGI,HAJI ISMAIL BIN OTHMAN,BN,4,9,52.34,1,L,MNG,AHLI POLITIK
Melaka,N.01,KUALA LINGGI,HASMORNI BINTI TAMBY,PKR,3,9,37.42,0,P,KLH,TIADA
Melaka,N.01,KUALA LINGGI,HJ. AZMI BIN HJ. SAMBUL,PAS,941,9,10.24,0,L,HD,BERNIAGA
Melaka,N.02,TANJUNG BIDARA,HJ MD RAWI BIN MAHMUD,BN,4,8,58.15,1,L,MNG,AHLI POLITIK
Melaka,N.02,TANJUNG BIDARA,USTAZ IMRAN,PAS,1,8,17.94,0,L,KLH,PENIAGA
Melaka,N.02,TANJUNG BIDARA,HALIM BACHIK,PKR,2,8,23.92,0,L,KLH,AHLI PERNIAGAAN
Melaka,N.03,AYER LIMAU,AMIRUDIN BIN YUSOF,BN,4,9,51.6,1,L,MNG,AHLI POLITIK
Melaka,N.03,AYER LIMAU,JAMARUDIN AHMAD,PAS,1,9,13.02,0,L,KLH,BEKERJA SENDIRI
Melaka,N.03,AYER LIMAU,DATUK SERI HAJI RUSLIN BIN HAJI HASAN,PKR,3,9,35.38,0,L,KLH,-
Melaka,N.04,LENDU,IR. RIDHUAN DION BAKAR,PKR,3,8,39.55,0,L,KLH,-
Melaka,N.04,LENDU,CIKGU ARSHAD,PAS,1,8,13.57,0,L,KLH,TIADA
Melaka,N.04,LENDU,SULAIMAN BIN MD ALI,BN,4,8,46.87,1,L,MNG,TIADA
Melaka,N.05,TABOH NANING,ASRI SHAIK ABDUL AZIZ,PAS,1,7,15.81,0,L,KLH,TIADA
Melaka,N.05,TABOH NANING,ZAIRI SUBOH,PKR,2,7,36.83,0,L,KLH,TIADA
Melaka,N.05,TABOH NANING,LATIPAH BINTI OMAR,BN,3,7,47.36,1,P,MNG,AHLI PERNIAGAAN
Melaka,N.06,REMBIA,MUHAMMAD JAILANI BIN KHAMIS,PKR,6,12,52.37,1,L,MNG,-
Melaka,N.06,REMBIA,NORPIPAH BINTI ABDOL,BN,4,12,38.35,0,P,KLH,TIMBALAN EXCO KERAJAAN NEGERI MELAKA
Melaka,N.06,REMBIA,RASHIDI RAZAK,PAS,1,12,9.28,0,L,HD,PENIAGA
Melaka,N.07,GADEK,PANIRCHELVAM A/L PICHAMUTHU,BN,4,10,39.5,0,L,KLH,TIADA
Melaka,N.07,GADEK,EMRANSYAH BIN ISMAIL,PAS,1,10,18.03,0,L,KLH,BERNIAGA
Melaka,N.07,GADEK,G. SAMINATHAN,PKR,4,10,42.47,1,L,MNG,KERJA SENDIRI
Melaka,N.08,MACHAP JAYA,KOH NAI KWONG,BN,4,10,39.98,0,L,KLH,PEGUAM
Melaka,N.08,MACHAP JAYA,GINIE LIM,PKR,5,10,52.66,1,P,MNG,0
Melaka,N.08,MACHAP JAYA,USTAZ WAN ZAHIDI,PAS,775,10,7.35,0,L,HD,TIADA
Melaka,N.09,DURIAN TUNGGAL,HJ. MOHSIN IBRAHIM,PAS,1,11,12.58,0,L,KLH,TIADA
Melaka,N.09,DURIAN TUNGGAL,SOFI WAHAB,PKR,5,11,47.16,1,L,MNG,TIADA
Melaka,N.09,DURIAN TUNGGAL,AB WAHAB BIN AB LATIP,BN,4,11,40.26,0,L,KLH,TIADA
Melaka,N.10,ASAHAN,ABDUL GHAFAR BIN ATAN,BN,5,12,45.8,1,L,MNG,EXCO KERAJAAN NEGERI MELAKA
Melaka,N.10,ASAHAN,ZAMZURI ARIFIN,PKR,5,12,43.68,0,L,KLH,TIADA
Melaka,N.10,ASAHAN,HJ. AZLAN BIN MADDIN,PAS,1,12,10.52,0,L,HD,TIADA
Melaka,N.11,SUNGAI UDANG,DATUK SERI IR. IDRIS HARON,BN,10,17,56.22,1,L,MNG,KETUA MENTERI
Melaka,N.11,SUNGAI UDANG,MOHD LOKMAN ABDUL GANI,PKR,7,17,43.78,0,L,KLH,-
Melaka,N.12,PANTAI KUNDOR,DATUK NOR AZMAN HASSAN,BN,5,12,45.42,1,L,MNG,-
Melaka,N.12,PANTAI KUNDOR,UST HJ ABDUL HALIM MAIDIN,PAS,1,12,15.23,0,L,KLH,SENDIRI
Melaka,N.12,PANTAI KUNDOR,JUHARI OSMAN,PKR,5,12,39.35,0,L,KLH,TIADA
Melaka,N.13,PAYA RUMPUT,RAFIE AHMAD,PAS,1,21,7.22,0,L,HD,SENDIRI
Melaka,N.13,PAYA RUMPUT,DATUK WIRA DR. ABU BAKAR BIN MOHAMAD DIAH,BN,7,21,36.48,0,L,KLH,-
Melaka,N.13,PAYA RUMPUT,MOHD RAFIQ NAIZAMOHIDEEN,PKR,12,21,56.3,1,L,MNG,TIADA
Melaka,N.14,KELEBANG,MOHD SHAFIQ ISMAIL,PAS,2,16,13.54,0,L,KLH,TIADA
Melaka,N.14,KELEBANG,GUE TECK,PKR,7,16,45.58,1,L,MNG,AHLI POLITIK
Melaka,N.14,KELEBANG,DATUK LIM BAN HONG,BN,6,16,40.88,0,L,KLH,0
Melaka,N.15,PENGKALAN BATU,NORHIZAM BIN HASSAN BAKTEE,PKR,9,17,51.47,1,L,MNG,BERNIAGA SENDIRI
Melaka,N.15,PENGKALAN BATU,CHUA LIAN CHYE,BN,6,17,36.09,0,L,KLH,PENIAGA
Melaka,N.15,PENGKALAN BATU,RAMLI BIN DALIP,PAS,2,17,12.44,0,L,HD,TIADA
Melaka,N.16,AYER KEROH,SEPRI BIN RAHMAN,PAS,2,21,11.74,0,L,HD,TIADA
Melaka,N.16,AYER KEROH,DATUK CHUA KHENG HWA,BN,5,21,22.95,0,L,KLH,TIADA
Melaka,N.16,AYER KEROH,KERK CHEE YEE,PKR,14,21,65.31,1,L,MNG,SETIAUSAHA POLITIK KEPADA KETUA PARLIMEN DAP LIM KIT SIANG
Melaka,N.17,BUKIT KATIL,YUNUS BIN HITAM,BN,8,21,37.47,0,L,KLH,TIADA
Melaka,N.17,BUKIT KATIL,HAJI ADLY BIN ZAHARI,PKR,11,21,52.14,1,L,MNG,TIADA
Melaka,N.17,BUKIT KATIL,MUHAMAT PUHAT BIN BEDOL,PAS,2,21,10.39,0,L,HD,TIADA
Melaka,N.18,AYER MOLEK,JANTAN BIN ABDULLAH,PAS,3,15,20.2,0,L,KLH,TIADA
Melaka,N.18,AYER MOLEK,FARHAN IBRAHIM,PKR,5,15,33.73,0,L,KLH,-
Melaka,N.18,AYER MOLEK,RAHMAD BIN MARIMAN,BN,6,15,45.56,1,L,MNG,-
Melaka,N.18,AYER MOLEK,PROFESOR MADYA DR. KAMAROLZAMAN BIN MOHD JIDI,BEBAS - BUKU,79,15,0.52,0,L,HD,0
Melaka,N.19,KESIDANG,GOH LEONG SAN,BEBAS - KUNCI,349,31,1.11,0,L,HD,TIADA
Melaka,N.19,KESIDANG,NG CHOON KOON,BN,8,31,26.25,0,L,KLH,PEGUAM
Melaka,N.19,KESIDANG,SEAH SHOO CHIN (ALLEX SEAH),PKR,22,31,72.64,1,L,MNG,TIADA
Melaka,N.20,KOTA LAKSAMANA,LOW CHEE LEONG,PKR,20,24,81.68,1,L,MNG,AHLI POLITIK
Melaka,N.20,KOTA LAKSAMANA,MELVIN CHUA KEW WEI,BN,4,24,16.22,0,L,KLH,BERNIAGA
Melaka,N.20,KOTA LAKSAMANA,SIM TONG HIM,BEBAS - KUNCI,517,24,2.09,0,L,HD,TIADA
Melaka,N.21,DUYONG,LEE KIAT LEE,BN,4,15,30.85,0,L,KLH,PEGUAM
Melaka,N.21,DUYONG,LIM JAK WONG,BEBAS - KUNCI,62,15,0.4,0,L,HD,-
Melaka,N.21,DUYONG,USTAZ KAMARUDIN,PAS,2,15,19.09,0,L,KLH,TIADA
Melaka,N.21,DUYONG,DAMIAN BABA YEO,PKR,7,15,49.66,1,L,MNG,PEGUAM
